like_count,text,video_id,public,tokens,word_count,sentiment
0,"Quanto a acessibilidade, é difícil achar em loja física mesmo, meu tom é o mais claro de todos e eu não achei em lugar nenhum kkk Tive que pedir online mesmo... Quanto aos tons, inacreditável! Que propaganda enganosaaaaa",c3Ns-AgD-Vg,True,"['quanto', 'acessibilidade', 'difícil', 'achar', 'loja', 'fica', 'tom', 'claro', 'todos', 'achei', 'lugar', 'nenhum', 'k', 'pedir', 'ondina', 'quanto', 'tons', 'inacreditável', 'propaganda', 'enganosaaaaa']",20,-0.1
0,Essa mulher e perfeita mano,c3Ns-AgD-Vg,True,"['mulher', 'perfeita', 'mano']",3,0.0
0,Oi,c3Ns-AgD-Vg,True,['oi'],1,0.0
1,Sinceramente? Voce nao se aceita. Para de detonar as pessoas,c3Ns-AgD-Vg,True,"['sinceramente', 'voce', 'aceita', 'destinar', 'pessoas']",5,0.0
0,"Oi Camilla, não dê ouvidos a quem se preocupa com sua vida, descarte essas pessoas.bjs",c3Ns-AgD-Vg,True,"['oi', 'camisa', 'd', 'ouvidos', 'preocupa', 'vida', 'destarte', 'pessoasbjs']",8,0.0
0,BBB  😁😁😀   2,c3Ns-AgD-Vg,True,['bem'],1,0.0
0,Meu cunhado foi no correio ai ele tirou foto com tigo,c3Ns-AgD-Vg,True,"['cunhado', 'correio', 'ai', 'tirou', 'fato', 'tipo']",6,0.0
0,"to no celular da minha mae
grande parte do meu publico e de mulheres negra 
eu me senti ofendida por ser branca sinceramnte",c3Ns-AgD-Vg,True,"['to', 'calcular', 'grande', 'parte', 'publico', 'mulheres', 'negra', 'senti', 'ofendida', 'branca', 'sinceramente']",11,0.0
0,Desculpa mais 9 minutos falando :-/,c3Ns-AgD-Vg,True,"['desculpa', 'minutos', 'falando']",3,-0.25
0,Olá eu sou negra e achei o tom perfeito da base da boca rosa pra mim! Tem vários tons,c3Ns-AgD-Vg,True,"['ol', 'negra', 'achei', 'tom', 'perfeito', 'base', 'boca', 'rosa', 'pra', 'mim', 'vários', 'tons']",12,-1.0
